flight_date,airline,origin,destination,scheduled_departure,actual_departure,delay_minutes,delay_reason,distance_miles,aircraft_type
2023-08-14,American Airlines,MSP,CLT,05:15,05:15,0,None,473,Boeing 767-300
2024-06-07,Frontier Airlines,ORD,MIA,09:00,09:47,47,Weather,2788,Boeing 777-200
2024-03-07,Southwest Airlines,BOS,MIA,13:45,14:16,31,Weather,2155,Boeing 757-200
2024-08-24,Frontier Airlines,SFO,DTW,16:45,16:45,0,None,226,Airbus A330-200
2024-08-17,Frontier Airlines,CLT,DFW,10:45,10:45,0,None,402,Boeing 737-900
2024-02-24,United Airlines,PHX,ORD,05:45,06:10,25,Mechanical,2145,Embraer 175
2025-03-26,United Airlines,CLT,MDW,07:45,07:45,0,None,842,Boeing 787-8
2024-12-01,Delta Air Lines,PHX,BWI,07:00,07:00,0,None,1083,Boeing 737-900
2025-04-15,Southwest Airlines,SEA,FLL,20:15,20:37,22,Weather,2187,Airbus A320
2023-11-09,Southwest Airlines,IAH,JFK,23:00,23:00,0,None,1266,Airbus A330-200
2023-10-02,Spirit Airlines,BWI,CLT,12:30,12:39,9,Security,1173,Boeing 737-800
2024-04-27,Spirit Airlines,CLT,BOS,14:45,14:56,11,Weather,2238,Boeing 757-200
2023-08-28,Southwest Airlines,MIA,ORD,10:15,10:15,0,None,354,Boeing 737-800
2024-05-24,United Airlines,IAH,MIA,17:45,17:53,8,Weather,1682,Boeing 787-8
2024-09-08,Allegiant Air,DFW,MSP,13:00,13:00,0,None,1507,Boeing 757-200
2024-05-13,Southwest Airlines,PHX,DEN,23:30,23:30,0,None,767,Boeing 737-800
2025-01-04,United Airlines,DTW,PHX,13:15,13:15,0,None,664,Boeing 787-8
2025-01-20,United Airlines,LAX,PHL,13:45,13:53,8,Air Traffic,679,Boeing 737-800
2023-11-09,Spirit Airlines,BWI,DEN,15:30,15:30,0,None,2705,Airbus A321
2023-09-29,JetBlue Airways,SEA,PHX,10:00,10:00,0,None,1514,Boeing 787-8
2023-12-27,Spirit Airlines,DEN,DTW,07:00,07:05,5,Weather,1843,Embraer 175
2023-07-11,American Airlines,DTW,PHL,19:00,19:00,0,None,1532,ATR 72
2023-09-21,Southwest Airlines,PHL,DFW,13:30,13:40,10,Weather,2419,Boeing 737-800
2025-02-12,Frontier Airlines,ORD,SEA,23:00,23:00,0,None,569,Boeing 737-800
2024-06-17,United Airlines,FLL,MSP,14:00,14:00,0,None,2991,ATR 72
2023-07-06,Allegiant Air,LGA,PHL,14:00,14:00,0,None,95,Boeing 777-200
2025-06-14,Delta Air Lines,BWI,MDW,17:00,17:00,0,None,621,Embraer 175
2025-02-05,American Airlines,LGA,FLL,15:30,15:49,19,Air Traffic,1057,Boeing 787-8
2024-06-20,Delta Air Lines,SFO,FLL,06:45,06:45,0,None,668,Airbus A330-200
2024-12-04,Alaska Airlines,LGA,SEA,11:45,12:15,30,Mechanical,2927,CRJ-900
2023-07-24,Hawaiian Airlines,MSP,BWI,23:15,23:15,0,None,414,Boeing 757-200
2025-02-07,Frontier Airlines,LGA,LAS,05:00,05:00,0,None,2254,Boeing 767-300
2023-07-25,JetBlue Airways,MSP,SFO,11:45,11:58,13,Weather,1042,Boeing 757-200
2025-06-09,Southwest Airlines,CLT,BOS,22:00,22:10,10,Air Traffic,2235,Airbus A320
2023-07-20,Southwest Airlines,BOS,LAX,15:00,15:00,0,None,1741,CRJ-900
2024-10-13,United Airlines,IAH,PHX,15:15,15:15,0,None,1009,Boeing 777-200
2023-07-07,Spirit Airlines,MIA,ORD,13:00,13:00,0,None,492,Boeing 777-200
2024-07-26,JetBlue Airways,LAX,MIA,18:00,18:00,0,None,2438,Airbus A330-200
2024-12-22,Southwest Airlines,DTW,LAX,16:30,16:51,21,Mechanical,1166,Airbus A330-200
2024-08-01,Alaska Airlines,DFW,LGA,10:00,13:54,234,Security,2657,Boeing 737-900
2024-05-21,Hawaiian Airlines,IAH,CLT,09:00,09:00,0,None,516,Boeing 737-800
2023-12-25,Allegiant Air,IAH,BWI,15:00,15:00,0,None,2961,Airbus A330-200
2024-07-08,American Airlines,LAS,DEN,11:15,11:24,9,Weather,2640,Airbus A320
2023-09-18,Southwest Airlines,LAX,MIA,15:00,15:11,11,Air Traffic,1029,CRJ-900
2024-07-06,American Airlines,LAS,ORD,05:45,05:45,0,None,1005,Boeing 777-200
2024-03-16,Delta Air Lines,LAX,ORD,20:45,20:45,0,None,365,Airbus A321
2023-10-26,Allegiant Air,DEN,LGA,20:45,20:45,0,None,302,Boeing 767-300
2025-04-04,Allegiant Air,MSP,MDW,11:45,11:45,0,None,1747,Airbus A330-200
2025-01-05,Alaska Airlines,LAX,ORD,12:00,12:22,22,Weather,931,Embraer 175
2024-04-17,American Airlines,PHX,DTW,18:45,19:18,33,Mechanical,2144,Airbus A330-200
2025-01-17,Frontier Airlines,DTW,MIA,05:15,05:29,14,Weather,1223,CRJ-900
2023-12-06,Allegiant Air,IAH,MIA,05:15,05:15,0,None,1887,CRJ-900
2024-06-01,American Airlines,LAX,PHX,21:15,21:15,0,None,780,Boeing 767-300
2025-03-13,JetBlue Airways,SFO,MSP,06:30,06:54,24,Mechanical,2350,Boeing 767-300
2025-01-17,Delta Air Lines,LAS,SFO,05:00,05:16,16,Mechanical,230,Boeing 737-900
2024-08-03,United Airlines,JFK,PHL,18:00,18:00,0,None,2914,Boeing 777-200
2025-04-03,Alaska Airlines,ORD,BWI,14:15,14:15,0,None,559,Boeing 757-200
2023-09-30,American Airlines,BOS,MDW,17:30,18:41,71,Mechanical,2494,Airbus A330-200
2025-01-09,Alaska Airlines,PHL,PHX,20:00,20:17,17,Weather,253,Boeing 737-800
2025-06-04,JetBlue Airways,MIA,SFO,15:30,15:30,0,None,826,Boeing 787-8
2024-03-09,Frontier Airlines,ORD,JFK,06:30,06:30,0,None,2940,Boeing 737-900
2024-07-11,Spirit Airlines,LAX,DEN,17:00,17:00,0,None,2829,Airbus A330-200
2024-05-24,Spirit Airlines,SEA,LAX,19:45,19:45,0,None,908,Boeing 757-200
2024-08-24,Hawaiian Airlines,SEA,BWI,17:15,17:15,0,None,2885,Boeing 737-800
2023-12-15,Allegiant Air,LAX,LGA,20:15,20:15,0,None,2776,Airbus A320
2024-11-04,JetBlue Airways,BOS,LAS,16:15,16:15,0,None,2712,Embraer 175
2024-04-29,American Airlines,BOS,MIA,15:45,15:45,0,None,773,Airbus A320
2023-12-07,Delta Air Lines,BWI,CLT,09:00,09:00,0,None,1142,Airbus A321
2023-12-11,JetBlue Airways,ORD,PHL,06:00,06:00,0,None,2298,Boeing 777-200
2024-07-12,Allegiant Air,PHX,DFW,19:00,19:00,0,None,2786,Airbus A321
2025-02-22,Frontier Airlines,IAH,DTW,15:30,15:30,0,None,2541,Boeing 767-300
2023-10-26,Allegiant Air,MIA,LAS,13:30,13:30,0,None,846,Boeing 757-200
2024-01-18,American Airlines,LGA,ORD,23:30,23:30,0,None,2391,Boeing 757-200
2024-03-22,JetBlue Airways,LGA,LAS,07:00,07:08,8,Mechanical,421,Boeing 737-800
2024-05-20,Southwest Airlines,DEN,LAX,13:15,13:15,0,None,875,ATR 72
2024-06-13,American Airlines,DFW,FLL,05:15,05:15,0,None,477,Boeing 757-200
2023-09-11,Frontier Airlines,DFW,FLL,12:15,12:15,0,None,2817,Boeing 767-300
2025-04-08,Delta Air Lines,SFO,DFW,10:45,10:45,0,None,1328,Boeing 777-200
2023-09-21,Frontier Airlines,FLL,SFO,13:00,13:00,0,None,2704,Boeing 777-200
2024-09-30,Alaska Airlines,DTW,CLT,16:00,17:14,74,Air Traffic,2990,Airbus A320
2024-09-12,Delta Air Lines,LAS,LGA,23:45,23:45,0,None,1773,Boeing 767-300
2024-11-30,Hawaiian Airlines,SEA,SFO,06:00,06:00,0,None,1783,Boeing 757-200
2024-08-02,JetBlue Airways,SFO,SEA,13:15,13:15,0,None,252,Boeing 757-200
2024-07-01,United Airlines,LGA,BWI,07:45,08:56,71,Air Traffic,2168,Airbus A321
2024-10-01,Allegiant Air,DFW,LAS,09:15,09:15,0,None,2787,CRJ-900
2024-11-05,Hawaiian Airlines,LGA,ORD,20:30,20:30,0,None,2317,Boeing 737-900
2023-07-14,Hawaiian Airlines,LAS,PHX,18:30,18:43,13,Weather,2641,CRJ-900
2025-05-24,JetBlue Airways,DFW,LAS,21:00,22:10,70,Air Traffic,2298,Boeing 777-200
2023-08-14,United Airlines,LGA,BOS,11:15,11:37,22,Mechanical,562,Boeing 787-8
2025-02-25,United Airlines,MIA,ORD,10:45,10:45,0,None,513,Boeing 777-200
2023-10-11,Southwest Airlines,MSP,BWI,13:30,13:30,0,None,1838,Boeing 757-200
2025-03-28,Hawaiian Airlines,FLL,PHL,06:30,06:30,0,None,397,Boeing 737-900
2024-03-17,Allegiant Air,SFO,LAX,13:45,14:52,67,Mechanical,2722,Embraer 175
2024-12-22,Frontier Airlines,PHL,DTW,07:30,07:30,0,None,1337,CRJ-900
2024-10-16,Southwest Airlines,PHX,LAX,09:00,09:00,0,None,1781,Boeing 767-300
2024-04-08,Delta Air Lines,MDW,BWI,19:45,20:11,26,Air Traffic,621,Boeing 777-200
2023-11-25,Alaska Airlines,FLL,CLT,14:15,14:15,0,None,2358,Boeing 757-200
2024-05-28,JetBlue Airways,MSP,MDW,17:45,17:45,0,None,2689,Boeing 767-300
2024-07-27,Delta Air Lines,PHX,SEA,18:45,19:23,38,Weather,2206,Boeing 767-300
2023-10-24,Delta Air Lines,JFK,SFO,21:15,21:15,0,None,2988,Boeing 787-8
2023-10-07,Frontier Airlines,MIA,CLT,08:30,08:30,0,None,647,Boeing 777-200
2023-10-28,Southwest Airlines,FLL,SFO,13:15,13:21,6,Weather,861,CRJ-900
2024-01-24,Frontier Airlines,BWI,LGA,10:15,10:15,0,None,703,Boeing 737-800
2024-07-22,Spirit Airlines,BWI,LAS,11:00,11:00,0,None,2417,Airbus A321
2024-08-30,United Airlines,DEN,JFK,10:15,10:15,0,None,2353,Boeing 787-8
2024-03-06,American Airlines,PHL,MIA,06:45,06:45,0,None,2203,Boeing 787-8
2025-04-26,American Airlines,LAS,LAX,19:30,20:00,30,Weather,326,ATR 72
2024-04-23,United Airlines,LAS,IAH,15:30,15:30,0,None,1888,Embraer 175
2024-09-01,Delta Air Lines,MSP,BOS,17:30,17:30,0,None,1123,Boeing 757-200
2025-04-12,Allegiant Air,PHL,FLL,12:45,12:57,12,Weather,2185,CRJ-900
2023-09-02,American Airlines,DTW,PHL,06:00,06:00,0,None,2433,Airbus A330-200
2024-06-28,Allegiant Air,FLL,IAH,23:30,00:29,59,Weather,2499,Boeing 767-300
2025-02-20,Hawaiian Airlines,LAX,LAS,20:45,20:45,0,None,967,ATR 72
2024-07-18,United Airlines,MSP,DFW,09:15,09:15,0,None,901,Airbus A321
2023-12-01,Delta Air Lines,CLT,LAS,17:00,17:30,30,Air Traffic,1075,Boeing 777-200
2024-05-03,JetBlue Airways,LAS,DFW,21:00,21:18,18,Security,536,Airbus A321
2025-02-13,Southwest Airlines,SFO,LAS,23:15,23:15,0,None,2366,Boeing 767-300
2025-04-03,United Airlines,PHL,LAX,20:30,20:41,11,Weather,2850,Boeing 787-8
2024-03-01,Alaska Airlines,LAS,ORD,08:15,08:15,0,None,685,Airbus A330-200
2025-04-22,United Airlines,FLL,PHX,13:45,14:06,21,Weather,2913,ATR 72
2023-08-29,Delta Air Lines,FLL,DFW,18:45,18:45,0,None,1181,Embraer 175
2024-05-16,Spirit Airlines,MSP,CLT,17:45,17:55,10,Weather,2477,CRJ-900
2023-07-11,Southwest Airlines,LAS,SEA,15:45,15:45,0,None,867,Boeing 757-200
2023-08-10,American Airlines,MDW,DEN,17:30,18:21,51,Weather,2792,Boeing 737-800
2023-09-01,Alaska Airlines,DTW,LGA,07:00,07:05,5,Air Traffic,318,Boeing 757-200
2024-12-12,Hawaiian Airlines,DFW,PHX,14:30,14:37,7,Weather,2725,Boeing 777-200
2025-04-16,American Airlines,DTW,LAX,20:00,20:00,0,None,2723,Boeing 737-800
2024-08-18,American Airlines,MIA,MSP,11:45,11:45,0,None,2505,Airbus A330-200
2024-05-04,Hawaiian Airlines,PHL,CLT,23:15,23:15,0,None,404,Boeing 767-300
2023-07-18,Delta Air Lines,PHL,LAX,06:45,06:45,0,None,2817,Boeing 757-200
2025-04-21,Alaska Airlines,PHX,JFK,06:30,08:00,90,Weather,1108,Boeing 757-200
2024-08-26,United Airlines,MDW,DTW,14:45,14:56,11,Weather,1940,Boeing 787-8
2024-08-24,JetBlue Airways,SEA,MSP,13:30,14:10,40,Weather,594,Boeing 737-800
2024-04-29,Southwest Airlines,PHL,LGA,21:15,21:25,10,Air Traffic,95,Boeing 737-900
2024-02-11,JetBlue Airways,DFW,ORD,22:45,22:45,0,None,925,Boeing 777-200
2024-06-02,Delta Air Lines,SEA,MDW,16:30,16:30,0,None,948,Airbus A330-200
2024-09-14,Southwest Airlines,DEN,IAH,21:00,21:00,0,None,1178,Boeing 767-300
2025-04-11,Delta Air Lines,ORD,MSP,18:00,18:19,19,Air Traffic,237,CRJ-900
2023-11-16,Frontier Airlines,CLT,DEN,07:15,08:12,57,Air Traffic,713,Boeing 787-8
2024-11-15,Frontier Airlines,MIA,FLL,11:45,11:45,0,None,1501,Boeing 767-300
2024-06-28,Delta Air Lines,FLL,ORD,19:15,19:37,22,Air Traffic,2287,Boeing 737-900
2024-05-28,Allegiant Air,PHX,DTW,15:30,15:45,15,Weather,2495,Boeing 737-800
2024-05-23,American Airlines,DTW,SEA,08:30,08:38,8,Weather,1802,Boeing 777-200
2024-11-17,Spirit Airlines,MDW,MIA,11:00,13:57,177,Air Traffic,1265,Boeing 777-200
2024-03-17,JetBlue Airways,LAS,BOS,19:15,19:22,7,Air Traffic,1117,Boeing 777-200
2024-06-14,American Airlines,JFK,LAX,09:00,09:00,0,None,2475,Boeing 767-300
2024-06-22,Alaska Airlines,PHX,IAH,22:30,22:30,0,None,1009,Boeing 767-300
2024-02-13,Hawaiian Airlines,DTW,CLT,09:00,09:00,0,None,1827,Boeing 737-900
2024-04-23,Hawaiian Airlines,PHL,LGA,23:15,23:15,0,None,95,Boeing 757-200
2024-12-16,Spirit Airlines,JFK,SEA,21:30,21:36,6,Air Traffic,221,Boeing 767-300
2024-02-22,Spirit Airlines,MSP,BWI,19:45,20:59,74,Weather,574,Boeing 737-900
2023-10-17,Delta Air Lines,LAS,LGA,12:15,12:15,0,None,1126,Boeing 737-900
2023-11-16,United Airlines,DTW,CLT,15:45,15:45,0,None,791,Boeing 777-200
2023-10-14,JetBlue Airways,MDW,SEA,11:00,11:24,24,Weather,1168,Airbus A321
2024-07-21,Allegiant Air,SEA,PHL,14:45,14:45,0,None,1154,Boeing 787-8
2023-10-12,Alaska Airlines,DTW,FLL,16:30,16:30,0,None,1056,Boeing 757-200
2024-07-31,Frontier Airlines,BWI,MSP,11:30,11:30,0,None,811,ATR 72
2023-08-02,Alaska Airlines,IAH,DEN,11:30,11:30,0,None,2042,Boeing 767-300
2024-03-06,United Airlines,SFO,JFK,08:15,08:15,0,None,2369,Boeing 777-200
2024-10-13,Spirit Airlines,SFO,LAX,17:30,17:30,0,None,1675,Boeing 757-200
2023-08-15,Southwest Airlines,DTW,JFK,21:15,21:15,0,None,560,Boeing 737-900
2025-05-07,Hawaiian Airlines,BOS,PHX,09:30,09:30,0,None,201,Boeing 737-900
2024-10-18,Spirit Airlines,CLT,SEA,20:45,20:45,0,None,2435,Boeing 757-200
2025-05-14,JetBlue Airways,ORD,SFO,21:15,21:15,0,None,931,Boeing 737-900
2024-07-28,Allegiant Air,JFK,ORD,05:45,05:45,0,None,2816,Boeing 737-800
2024-03-03,Alaska Airlines,ORD,PHX,16:30,16:30,0,None,274,Boeing 737-900
2024-10-11,Allegiant Air,SEA,LGA,16:15,16:15,0,None,390,Boeing 777-200
2025-05-19,Frontier Airlines,MDW,MSP,05:30,05:40,10,Weather,1997,Airbus A330-200
2025-02-10,Frontier Airlines,JFK,MIA,12:00,12:07,7,Mechanical,358,Boeing 787-8
2024-04-14,Allegiant Air,MIA,DFW,14:45,14:45,0,None,644,Airbus A330-200
2024-09-12,Alaska Airlines,ORD,BWI,23:15,23:15,0,None,2146,Boeing 767-300
2024-02-08,American Airlines,DEN,CLT,20:30,20:35,5,Air Traffic,1595,Boeing 767-300
2025-03-06,JetBlue Airways,JFK,PHX,09:30,09:30,0,None,685,Boeing 787-8
2024-04-17,United Airlines,MSP,SEA,14:45,14:45,0,None,1602,Boeing 777-200
2024-06-23,Southwest Airlines,DFW,LAX,11:30,11:30,0,None,1955,Boeing 767-300
2023-09-29,Southwest Airlines,CLT,PHL,18:30,18:30,0,None,754,Boeing 777-200
2025-05-26,Hawaiian Airlines,BOS,JFK,06:30,06:30,0,None,654,Airbus A330-200
2024-08-20,Allegiant Air,MIA,LGA,11:45,11:55,10,Weather,2874,CRJ-900
2023-08-23,Spirit Airlines,DTW,PHX,19:00,19:12,12,Weather,2914,Boeing 787-8
2023-09-09,Spirit Airlines,CLT,PHX,06:15,06:15,0,None,1450,Airbus A321
2024-07-21,American Airlines,LGA,ORD,06:00,06:00,0,None,2554,Boeing 757-200
2025-06-16,Southwest Airlines,FLL,LGA,07:15,08:18,63,Weather,1196,Boeing 757-200
2024-04-29,Frontier Airlines,SEA,FLL,16:30,16:44,14,Weather,1990,Boeing 767-300
2024-08-31,Allegiant Air,BWI,MSP,06:15,06:15,0,None,872,Boeing 737-800
2025-03-24,JetBlue Airways,LAS,CLT,19:15,19:15,0,None,1559,CRJ-900
2023-11-22,Spirit Airlines,FLL,SEA,11:00,11:00,0,None,200,Embraer 175
2024-01-19,JetBlue Airways,DTW,CLT,20:00,20:25,25,Security,608,ATR 72
2023-10-29,American Airlines,SEA,DTW,09:15,09:15,0,None,1204,Boeing 737-800
2024-09-17,Delta Air Lines,MIA,JFK,19:30,19:30,0,None,908,Boeing 777-200
2023-12-09,Alaska Airlines,ORD,SEA,16:00,16:00,0,None,287,ATR 72
2024-02-27,Hawaiian Airlines,ORD,PHX,11:15,11:15,0,None,1299,Boeing 787-8
2025-02-07,American Airlines,LGA,BWI,14:00,14:00,0,None,973,Boeing 757-200
2023-12-03,JetBlue Airways,FLL,IAH,23:30,23:30,0,None,2732,Boeing 767-300
2024-08-29,United Airlines,JFK,BWI,09:15,09:15,0,None,665,Boeing 787-8
2025-06-20,Frontier Airlines,MDW,MSP,22:15,22:33,18,Weather,2128,CRJ-900
2023-12-26,Spirit Airlines,DFW,DEN,06:00,06:00,0,None,2477,Airbus A321
2024-09-17,JetBlue Airways,PHL,MSP,13:15,13:31,16,Weather,1607,Boeing 767-300
2025-06-06,JetBlue Airways,IAH,MSP,21:00,21:00,0,None,1254,Airbus A330-200
2024-08-20,JetBlue Airways,DTW,PHL,06:30,06:30,0,None,687,Boeing 767-300
2024-06-17,Delta Air Lines,SEA,PHL,13:00,13:23,23,Mechanical,2918,Boeing 767-300
2025-06-15,Spirit Airlines,DEN,SFO,17:45,18:05,20,Weather,967,Airbus A320
2023-10-15,Spirit Airlines,BOS,LAX,23:15,23:29,14,Mechanical,1324,Airbus A330-200
2024-08-16,United Airlines,MIA,BWI,06:15,06:15,0,None,2898,Boeing 767-300
2024-12-13,United Airlines,MDW,MSP,21:00,21:00,0,None,2396,ATR 72
2024-07-01,Spirit Airlines,DEN,SFO,08:15,09:08,53,Air Traffic,967,Boeing 757-200
2024-06-23,Allegiant Air,ORD,MIA,08:00,08:00,0,None,2599,Boeing 737-800
2025-04-11,JetBlue Airways,IAH,ORD,13:30,13:30,0,None,218,Boeing 777-200
2025-03-03,JetBlue Airways,LAX,FLL,05:45,05:45,0,None,1823,Airbus A330-200
2025-01-24,American Airlines,SFO,FLL,10:00,10:09,9,Air Traffic,2225,Airbus A330-200
2024-02-04,American Airlines,FLL,MDW,13:00,13:00,0,None,1887,Boeing 757-200
2023-08-29,Allegiant Air,ORD,BOS,12:15,12:15,0,None,2111,Boeing 777-200
2024-10-14,American Airlines,MIA,ORD,05:45,05:45,0,None,2212,ATR 72
2025-05-16,United Airlines,ORD,LGA,17:15,17:38,23,Weather,2796,Boeing 777-200
2023-10-01,United Airlines,MSP,LAX,19:30,19:36,6,Weather,2906,Boeing 757-200
2023-12-01,Delta Air Lines,LAX,MDW,05:00,05:00,0,None,2925,Boeing 737-800
2024-09-23,Spirit Airlines,IAH,PHL,06:45,06:45,0,None,1170,Boeing 737-800
2023-07-08,Allegiant Air,LGA,LAS,23:45,23:45,0,None,1536,Embraer 175
2023-10-31,JetBlue Airways,IAH,DEN,14:45,14:57,12,Weather,609,Boeing 777-200
2024-03-17,United Airlines,DEN,LGA,16:00,16:00,0,None,368,ATR 72
2025-04-06,Alaska Airlines,CLT,LGA,18:45,19:15,30,Weather,1397,Boeing 737-800
2024-07-03,Spirit Airlines,MIA,FLL,16:30,16:30,0,None,1190,Boeing 767-300
2023-09-16,Allegiant Air,FLL,LGA,12:00,12:20,20,Air Traffic,2140,Boeing 787-8
2024-09-21,JetBlue Airways,BWI,LGA,10:15,10:15,0,None,1720,CRJ-900
2025-02-06,Delta Air Lines,LGA,MSP,20:00,20:19,19,Weather,760,Boeing 757-200
2024-05-24,JetBlue Airways,DFW,PHL,06:00,06:44,44,Security,1236,Embraer 175
2025-02-04,Delta Air Lines,DFW,PHL,06:00,06:12,12,Weather,1734,CRJ-900
2024-05-12,Delta Air Lines,MDW,MSP,08:00,09:03,63,Weather,2268,CRJ-900
2023-11-30,Spirit Airlines,FLL,ORD,20:30,21:44,74,Air Traffic,2220,ATR 72
2024-03-17,American Airlines,CLT,PHL,20:45,20:45,0,None,2442,Boeing 767-300
2025-03-26,Hawaiian Airlines,LAX,FLL,22:30,22:58,28,Weather,2648,Boeing 737-900
2023-07-09,Hawaiian Airlines,FLL,SEA,10:45,10:45,0,None,2124,CRJ-900
2024-12-15,Spirit Airlines,FLL,PHX,22:45,22:45,0,None,957,Airbus A330-200
2024-06-18,Hawaiian Airlines,MIA,DTW,05:30,05:30,0,None,2208,Boeing 777-200
2025-03-07,Delta Air Lines,FLL,SEA,08:30,08:45,15,Weather,714,Airbus A321
2024-03-02,United Airlines,DEN,BWI,21:15,21:15,0,None,691,ATR 72
2023-12-08,Spirit Airlines,BOS,MDW,09:30,09:59,29,Air Traffic,1593,Boeing 737-900
2025-04-20,United Airlines,MDW,CLT,06:45,06:45,0,None,323,Embraer 175
2024-05-06,Hawaiian Airlines,LAS,ORD,08:45,10:02,77,Air Traffic,2894,Airbus A320
2024-07-24,Frontier Airlines,MIA,DEN,15:15,15:15,0,None,339,Boeing 737-900
2024-05-26,Delta Air Lines,DTW,CLT,20:45,20:45,0,None,2188,Boeing 737-800
2025-01-12,American Airlines,PHX,LAX,14:30,14:30,0,None,2675,Boeing 737-900
2024-04-03,Alaska Airlines,LGA,ORD,08:45,08:45,0,None,1793,Boeing 737-900
2025-04-02,Spirit Airlines,LAS,IAH,17:30,17:45,15,Weather,2055,Boeing 737-800
2025-03-27,JetBlue Airways,LGA,ORD,05:00,05:00,0,None,247,Boeing 737-900
2024-08-06,Southwest Airlines,IAH,SEA,17:00,17:00,0,None,443,Boeing 767-300
2025-03-07,Alaska Airlines,MIA,LAS,17:30,17:30,0,None,853,Boeing 767-300
2023-12-25,Southwest Airlines,MDW,SEA,07:45,08:13,28,Weather,2160,ATR 72
2023-08-03,Frontier Airlines,DFW,LAS,08:45,09:01,16,Air Traffic,456,Embraer 175
2024-02-20,Alaska Airlines,PHX,ORD,14:30,14:37,7,Weather,2690,Airbus A320
2024-01-19,Delta Air Lines,DTW,ORD,21:00,21:00,0,None,1093,Boeing 737-800
2023-07-18,Delta Air Lines,IAH,ORD,21:30,21:30,0,None,436,Boeing 737-800
2024-06-06,American Airlines,DTW,FLL,08:15,08:15,0,None,1056,Boeing 737-800
2024-10-08,Hawaiian Airlines,MSP,LGA,20:30,20:30,0,None,759,Boeing 787-8
2023-07-06,United Airlines,IAH,PHL,12:00,12:00,0,None,1320,ATR 72
2024-06-06,United Airlines,PHL,MDW,10:00,10:00,0,None,1146,Boeing 737-900
2023-09-16,Southwest Airlines,LGA,MIA,14:15,14:15,0,None,2769,CRJ-900
2023-10-18,Allegiant Air,CLT,LAS,09:15,09:15,0,None,248,Boeing 767-300
2025-02-14,United Airlines,FLL,SFO,19:30,19:56,26,Security,449,Boeing 737-900
2024-06-05,Southwest Airlines,CLT,SEA,08:30,08:30,0,None,544,Boeing 787-8
2024-02-01,Southwest Airlines,PHL,SEA,08:15,09:01,46,Weather,354,Boeing 737-800
2023-07-28,United Airlines,FLL,MIA,06:30,06:46,16,Weather,2017,Boeing 757-200
2024-08-22,Southwest Airlines,MSP,CLT,05:30,05:30,0,None,2438,Boeing 757-200
2024-03-08,American Airlines,DEN,BWI,20:45,21:04,19,Weather,1274,Boeing 737-800
2024-07-29,JetBlue Airways,DFW,LGA,20:30,20:30,0,None,2849,Embraer 175
2023-09-24,Allegiant Air,IAH,PHX,05:15,05:15,0,None,1009,Boeing 737-800
2025-05-30,Southwest Airlines,PHX,ORD,06:45,06:45,0,None,1574,Boeing 737-900
2025-04-13,Southwest Airlines,IAH,MDW,16:30,16:30,0,None,1100,Embraer 175
2024-10-28,Southwest Airlines,IAH,MSP,14:00,15:09,69,Weather,1007,Boeing 767-300
2025-06-09,JetBlue Airways,CLT,MIA,21:15,21:15,0,None,647,Boeing 777-200
2025-04-06,United Airlines,LAX,PHX,16:45,16:45,0,None,974,ATR 72
2023-08-17,Allegiant Air,MDW,IAH,22:00,22:00,0,None,2909,ATR 72
2024-03-19,Frontier Airlines,SFO,LAX,15:00,15:00,0,None,2395,Boeing 757-200
2025-04-12,JetBlue Airways,DEN,DFW,05:45,06:10,25,Weather,2430,CRJ-900
2024-04-28,Delta Air Lines,JFK,IAH,07:00,09:01,121,Air Traffic,227,Boeing 787-8
2024-02-03,Hawaiian Airlines,MSP,LGA,05:15,05:30,15,Weather,2027,Boeing 757-200
2023-08-03,Hawaiian Airlines,FLL,ORD,17:15,17:15,0,None,2451,Airbus A321
2023-08-20,Allegiant Air,CLT,FLL,05:45,06:07,22,Security,2506,ATR 72
2024-03-29,Alaska Airlines,DFW,MSP,23:00,23:16,16,Weather,2370,Boeing 767-300
2023-11-07,Hawaiian Airlines,LAX,SEA,19:00,19:00,0,None,1667,Airbus A321
2023-07-28,Southwest Airlines,DEN,PHL,20:45,21:05,20,Mechanical,460,Airbus A330-200
2023-08-15,United Airlines,BOS,DFW,09:30,09:30,0,None,1444,ATR 72
2024-06-02,American Airlines,LGA,DTW,08:45,10:11,86,Air Traffic,2123,Boeing 777-200
2024-04-01,JetBlue Airways,BWI,FLL,12:45,12:45,0,None,2922,Airbus A320
2023-11-26,United Airlines,DTW,BWI,07:00,07:21,21,Weather,2136,Airbus A321
2023-11-28,United Airlines,ORD,SFO,06:15,06:15,0,None,677,Boeing 737-900
2024-10-20,American Airlines,MIA,BWI,16:00,16:20,20,Air Traffic,1480,Boeing 737-800
2023-09-25,United Airlines,FLL,DEN,05:45,05:45,0,None,2549,Boeing 757-200
2023-12-14,Frontier Airlines,DTW,FLL,21:45,21:53,8,Weather,1056,Boeing 777-200
2024-10-06,American Airlines,CLT,LGA,15:15,15:15,0,None,1429,CRJ-900
2025-04-19,Allegiant Air,FLL,DTW,18:15,19:23,68,Weather,1056,Boeing 757-200
2024-03-30,Delta Air Lines,DEN,PHL,10:45,10:45,0,None,1720,Boeing 737-800
2024-04-08,Southwest Airlines,SFO,ORD,15:00,15:00,0,None,2759,Airbus A321
2024-02-12,Allegiant Air,BWI,CLT,10:00,10:00,0,None,1327,Boeing 767-300
